ID de usuario,Usuario Nro.,Nombre,Fecha/Hora,Dispositivo Nro.,Nombre del dispositivo,Tipo de registro,Descripción,Departamento,Posición,Código de tarea,Identification Code,Open the Door,Temperature,Mask,Explain
999992,999992,Pasante Juridico,2024-07-09 16:06:51,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-09 16:57:01,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-09 16:57:08,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-12 13:37:01,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-12 13:37:05,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-12 16:59:40,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-15 13:55:17,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-15 13:55:22,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-15 17:01:40,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-16 13:59:34,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-16 17:01:01,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-19 13:35:21,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-19 17:02:01,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-19 17:02:04,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-22 13:53:48,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-22 17:00:27,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-23 13:51:57,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-23 17:02:20,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-26 13:52:40,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-26 17:00:08,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-29 13:58:15,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-29 13:58:18,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-29 17:01:05,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-30 13:52:37,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-07-30 17:01:52,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-02 13:58:57,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-02 17:01:20,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-06 13:55:43,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-06 17:01:11,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-12 13:48:06,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-12 13:48:10,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-12 13:48:23,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-12 17:01:48,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-16 14:12:26,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-16 14:12:28,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-16 17:00:19,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-26 14:01:31,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-26 14:01:34,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-26 17:00:45,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-27 13:53:59,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-27 13:54:05,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-27 17:01:22,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-28 13:59:29,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-28 17:02:32,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-29 13:36:00,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-29 17:01:14,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-29 17:01:17,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-30 14:11:35,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-30 14:11:38,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-08-30 17:02:46,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-02 14:27:52,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-02 14:27:55,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-02 17:00:24,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-02 17:00:27,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-03 13:50:25,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-03 17:01:39,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-05 13:46:58,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-05 16:57:21,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-09 13:57:36,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-09 17:02:34,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-10 14:34:25,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-10 17:01:07,1,Biometrico1,1,Out,Pasantia Jurídico,,0,1,0,0,Non Detection,
999992,999992,Pasante Juridico,2024-09-11 13:47:13,1,Biometrico1,0,In,Pasantia Jurídico,,0,1,0,0,Non Detection,
